5127,ABARTH,500,Abarth,43.5,155
5128,ALFA ROMEO,MiTo,1.4 16v Junior (78CV),47.9,138
5129,ALFA ROMEO,MiTo,1.4 16v,47.9,138
5130,ALFA ROMEO,MiTo,1.4 TB MultiAir 135,50.4,129
5131,ALFA ROMEO,MiTo,1.4 16v TB 155,43.5,153
5132,ALFA ROMEO,MiTo,1.4 TB MultiAir 170,47.1,139
5133,ALFA ROMEO,MiTo,1.3 JTDm 95,65.7,112
5134,ALFA ROMEO,MiTo,1.6 JTDm 120,58.9,126
5135,ALFA ROMEO,159,1750 TBi (200),34.9,189
5136,ALFA ROMEO,159,2.0 JTDm 16v (170),52.3,142
5137,ALFA ROMEO,159 Sportwagon,1750 TBi (200),34.0,194
5138,ALFA ROMEO,159 Sportwagon,2.0 JTDm 16v (170),51.4,145
5139,ALFA ROMEO,Brera,1750 TBi,34.9,189
5140,ALFA ROMEO,Brera,2.0 JTDm,52.3,142
5141,ALFA ROMEO,Spider,1750 TBi,34.4,192
5142,ALFA ROMEO,Spider,2.0 JTDm,52.3,142
5143,AUDI,A3,1.4 TFSI 125ps,47.1,139
5144,AUDI,A3,1.4 TFSI 125ps 7speed DSG,49.6,133
5145,AUDI,A3,1.8 TFSI 160ps,42.2,155
5146,AUDI,A3,1.8 TFSI 160ps 7speed DSG,42.8,153
5147,AUDI,A3,2.0 TFSI 200ps,39.2,166
5148,AUDI,A3,2.0 TFSI 200ps DSG,39.2,166
5149,AUDI,A3,2.0 TFSI 200ps quattro DSG,37.7,174
5150,AUDI,A3,S3 2.0 TFSI 265ps quattro,33.2,198
5151,AUDI,A3,S3 2.0 TFSI 265ps quattro S-Tronic,34.0,193
5152,AUDI,A3,1.6 TDIe 105PS with Stop-Start,68.9,109
5153,AUDI,A3,2.0 TDI 170ps quattro,50.4,148
5154,AUDI,A3,2.0 CR TDI 170PS with DPF,54.3,139
5155,AUDI,A3,2.0 CR TDI 170PS S-Tronic with DPF,50.4,147
5156,AUDI,A3 Sportback,1.4 TFSI 125ps,46.3,143
5157,AUDI,A3 Sportback,1.4 TFSI 125ps 7speed DSG S-Tronic,47.9,137
5158,AUDI,A3 Sportback,1.8 TFSI 160ps,42.2,157
5159,AUDI,A3 Sportback,1.8 TFSI 160ps 7speed DSG S-Tronic,42.8,154
5160,AUDI,A3 Sportback,2.0 TFSI 200ps,39.2,167
5161,AUDI,A3 Sportback,2.0 TFSI 200ps S-Tronic,39.2,166
5162,AUDI,A3 Sportback,2.0 TFSI 200ps quattro S-Tronic,37.2,176
5163,AUDI,A3 Sportback,S3 2.0 TFSI 265ps quattro,33.2,199
5164,AUDI,A3 Sportback,S3 2.0 TFSI 265ps quattro S-Tronic,33.6,195
5165,AUDI,A3 Sportback,1.6 TDIe 105PS with Stop-Start 1,67.3,112
5166,AUDI,A3 Sportback,1.6 TDIe 105PS with Stop-Start 2 ( Limited equipment ),68.9,109
5167,AUDI,A3 Sportback,2.0 CR TDI 170PS with DPF,45.3,139
5168,AUDI,A3 Sportback,2.0 CR TDI 170PS S-Tronic with DPF,49.6,149
5169,AUDI,A3 Cabriolet,1.6 TDI 105PS with Stop-Start,65.7,114
5170,AUDI,New A4 Saloon,1.8 TFSI 120ps,39.8,164
5171,AUDI,New A4 Saloon,1.8 FSI 160PS,39.8,164
5172,AUDI,New A4 Saloon,1.8 FSI 160PS Multitronic,39.2,169
5173,AUDI,New A4 Saloon,1.8 TFSI 160ps Multitronic,39.2,169
5174,AUDI,New A4 Saloon,2.0 TFSI 211ps,42.8,154
5175,AUDI,New A4 Saloon,2.0 TFSI 211ps Multitronic,39.8,167
5176,AUDI,New A4 Saloon,2.0 TFSI 211ps quattro,38.2,172
5177,AUDI,New A4 Saloon,S4 3.0 V6 333ps quattro,29.1,225
5178,AUDI,New A4 Saloon,S4 3.0 V6 333ps quattro S-Tronic,30.1,219
5179,AUDI,New A4 Saloon,2.0 TDIe 136PS with Stop-Start 1,49.6,124
5180,AUDI,New A4 Saloon,2.0 TDIe 136PS with Stop-Start 2 ( Limited Equipment ),49.6,119
5181,AUDI,New A4 Saloon,2.0 TDIe 136PS with Stop-Start 3 (16+17 Wheel Rim Only ),61.4,120
5182,AUDI,New A4 Saloon,2.0 CR TDI 120ps with DPF,55.4,134
5183,AUDI,New A4 Saloon,2.0 TDI 143ps with DPF,53.3,139
5184,AUDI,New A4 Saloon,2.0 TDI 143ps Multitronic,49.6,149
5185,AUDI,New A4 Saloon,2.0 CR TDI 170ps,53.3,139
5186,AUDI,New A4 Saloon,2.7 V6 TDI 190ps Multitronic,44.1,167
5187,AUDI,New A4 Saloon,3.0 V6 TDI 240ps quattro,42.8,173
5188,AUDI,New A4 Saloon,3.0 V6 TDI 240ps quattro Tiptronic,40.9,182
5189,AUDI,New A4 Avant,1.8 TFSI 120ps,39.2,169
5190,AUDI,New A4 Avant,1.8 FSI 160ps,39.2,169
5191,AUDI,New A4 Avant,1.8 FSI 160ps Multitronic,37.7,174
5192,AUDI,New A4 Avant,2.0 TFSI 211ps,41.5,159
5193,AUDI,New A4 Avant,2.0 TFSI 211ps Multitronic,38.7,172
5194,AUDI,New A4 Avant,2.0 TFSI 211ps 7speed quattro S-Tronic,37.2,175
5195,AUDI,New A4 Avant,S4 3.0 V6 333ps quattro,28.5,229
5196,AUDI,New A4 Avant,S4 3.0 V6 333ps 7speed quattro S-Tronic,29.1,224
5197,AUDI,New A4 Avant,2.0 TDIe 136PS with Stop-Start 1,57.6,129
5198,AUDI,New A4 Avant,2.0 TDIe 136PS with Stop-Start 2 (Limited Equipment),60.1,124
5199,AUDI,New A4 Avant,2.0 TDI 120ps with DPF,53.3,140
5200,AUDI,New A4 Avant,2.0 TDI 143ps with DPF,52.3,143
5201,AUDI,New A4 Avant,2.0 TDI 143ps Multitronic with DPF,47.9,155
5202,AUDI,New A4 Avant,2.0 TDI 170ps with DPF,50.4,149
5203,AUDI,New A4 Avant,2.0 TDI 170ps quattro with DPF,45.6,162
5204,AUDI,New A4 Avant,2.7 V6 TDI 190ps Multitronic,43.5,169
5205,AUDI,New A4 Avant,3.0 V6 TDI 240ps quattro with DPF,41.5,176
5206,AUDI,New A4 Avant,3.0 V6 TDI 240ps quattro Tiptronic with DPF,39.2,186
5207,AUDI,A4 Allroad,2.0 TFSI quattro 210PS 7speed S-Tronic,34.9,189
5208,AUDI,A4 Allroad,2.0 TDI quattro 163PS with DPF,44.1,169
5209,AUDI,A4 Allroad,2.0 TDI quattro 170PS with DPF,44.1,169
5210,AUDI,A4 Allroad,3.0 V6 TDI quattro 240PS with DPF,39.2,189
5211,AUDI,A4 Allroad,3.0 V6 TDI quattro 240PS 7speed S-Tronic with DPF,39.8,189
5212,AUDI,A5 Coupé,1.8 TFSI 160PS,39.8,164
5213,AUDI,A5 Coupé,1.8 TFSI 160PS Multitronic,39.2,169
5214,AUDI,A5 Coupé,2.0 FSI 180PS Multitronic,39.8,167
5215,AUDI,A5 Coupé,2.0 FSI 180PS,42.8,154
5216,AUDI,A5 Coupé,2.0 TFSI 211PS,42.8,154
5217,AUDI,A5 Coupé,2.0 TFSI 211PS Multitronic,39.8,167
5218,AUDI,A5 Coupé,2.0 TFSI quattro 211PS,38.2,172
5219,AUDI,A5 Coupé,2.0 TFSI quattro 211ps 7speed S-Tronic,38.2,172
5220,AUDI,A5 Coupé,2.0 CR TDI 170PS with DPF,53.3,139
5221,AUDI,A5 Coupé,2.7 V6 TDI 190PS Multitronic,44.1,167
5222,AUDI,A5 Coupé,3.0 V6 TDI quattro 240PS DPF,42.8,173
5223,AUDI,A5 Coupé,3.0 V6 TDI 240PS quattro Tiptronic with DPF,40.9,182
5224,AUDI,A5 Cabriolet,2.0 TFSI 180PS Multitronic,38.2,174
5225,AUDI,A5 Cabriolet,2.0 TFSI 211PS,41.5,159
5226,AUDI,A5 Cabriolet,2.0 TFSI 211PS Multitronic,38.2,174
5227,AUDI,A5 Cabriolet,2.0 TFSI quattro 211PS 7speed S-Tronic,36.7,177
5228,AUDI,A5 Cabriolet,3.2 V6 265PS Multitronic,32.8,199
5229,AUDI,A5 Cabriolet,3.2 V6 265PS 7speed S-Tronic,29.7,219
5230,AUDI,A5 Cabriolet,2.0 CR TDI 170PS,49.6,151
5231,AUDI,A5 Cabriolet,2.7 V6 TDI 190PS,45.6,164
5232,AUDI,A5 Cabriolet,2.7 V6 TDI 190PS Multitronic,43.5,169
5233,AUDI,A5 Cabriolet,3.0 V6 TDI quattro 240PS 7speed S-Tronic with DPF,41.5,179
5234,AUDI,A5 Cabriolet,S5 Cabriolet 3.0 V6 quattro 333PS 7speed S-Tronic,29.1,224
5235,AUDI,A5 Sportback,2.0 TFSI 180PS with Stop-Start,43.4,152
5236,AUDI,A5 Sportback,2.0 TFSI Multitronic 180PS,39.2,169
5237,AUDI,A5 Sportback,2.0 TFSI 211PS with Stop-Start,43.5,152
5238,AUDI,A5 Sportback,2.0 TFSI quattro 211PS S-tronic,38.2,172
5239,AUDI,A5 Sportback,3.2 FSI quattro 265PS,30.4,216
5240,AUDI,A5 Sportback,2.0 TDI 170PS with Stop-Start,54.3,137
5241,AUDI,A5 Sportback,2.0 TDI quattro 170PS with Stop-Start,48.7,152
5242,AUDI,A5 Sportback,2.7 TDI Multitronic 190PS,43.5,169
5243,AUDI,A5 Sportback,3.0 TDI quattro 240PS,42.2,176
5244,AUDI,A5 Sportback,3.0 TDI quattro S-tronic 240PS,42.8,174
5245,AUDI,A6 Saloon,2.0 TFSI 170PS,37.7,174
5246,AUDI,A6 Saloon,2.0 TFSI 170PS Multitronic,36.7,179
5247,AUDI,A6 Saloon,2.8 V6 FSI 220ps Multitronic,33.6,196
5248,AUDI,A6 Saloon,2.8 V6 FSI quattro 220ps Tiptronic,31.4,212
5249,AUDI,A6 Saloon,3.0 V6 quattro FSI 290ps,30.1,219
5250,AUDI,A6 Saloon,3.0 V6 FSI quattro 290ps Tiptronic,30.1,219
5251,AUDI,A6 Saloon,2.0 CR TDIe 136PS,53.3,139
5252,AUDI,A6 Saloon,2.0 CR TDI 170ps,49.6,149
5253,AUDI,A6 Saloon,2.0 CR TDI 170ps Multitronic,48.7,153
5254,AUDI,A6 Saloon,2.7 V6 TDI quattro 190ps Tiptronic,39.8,189
5255,AUDI,A6 Saloon,2.7 V6 TDI 190PS Multitronic,44.1,169
5256,AUDI,A6 Saloon,2.7 V6 TDI 190PS,45.6,164
5257,AUDI,A6 Saloon,3.0 V6 CR TDI quattro 240ps Tiptronic,39.8,189
5258,AUDI,A6 Saloon,3.0 V6 CR TDI quattro 240ps ,42.2,179
5259,AUDI,A6 Saloon,3.0 V6 quattro TDI 240PS,42.2,179
5260,AUDI,A6 Saloon,3.0 V6 quattro TDI 190PS Tiptronic,39.8,189
5261,AUDI,A6 Saloon,2.0 TDI 136PS Multitronic,48.7,151
5262,AUDI,A6 Avant,2.0 TFSI 170PS,37.7,174
5263,AUDI,A6 Avant,2.0 TFSI 170PS Multitronic,36.2,181
5264,AUDI,A6 Avant,2.8 V6 FSI 220ps Multitronic,33.2,197
5265,AUDI,A6 Avant,2.8 V6 FSI quattro 220ps Tiptronic,31.0,214
5266,AUDI,A6 Avant,3.0 V6 quattro FSI 290ps,29.7,223
5267,AUDI,A6 Avant,3.0 V6 FSI quattro 290ps Tiptronic,29.7,223
5268,AUDI,A6 Avant,2.0 CR TDIe 136PS,53.3,139
5269,AUDI,A6 Avant,2.0 TDI 136PS Multitronic,47.9,155
5270,AUDI,A6 Avant,2.0 CR TDI 170ps,58.9,152
5271,AUDI,A6 Avant,2.0 CR TDI 170ps Multitronic,47.9,154
5272,AUDI,A6 Avant,2.7 V6 TDI quattro 190ps Tiptronic,39.8,190
5273,AUDI,A6 Avant,2.7 V6 TDI 190PS,45.6,164
5274,AUDI,A6 Avant,2.7 TDI 190PS Multitronic,43.5,172
5275,AUDI,A6 Avant,3.0 V6 CR TDI quattro 240ps Tiptronic,39.8,190
5276,AUDI,A6 Avant,3.0 V6 CR TDI quattro 240ps,42.2,179
5277,AUDI,A6 Allroad,3.0 V6 quattro FSI 290ps,29.1,225
5278,AUDI,A6 Allroad,3.0 V6 TFSI quattro 290PS Tiptronic,29.1,225
5279,AUDI,A6 Allroad,2.7 V6 TDI quattro 190ps Tiptronic,37.2,202
5280,AUDI,A6 Allroad,3.0 V6 CR TDI quattro 240ps,39.2,189
5281,AUDI,A6 Allroad,3.0 V6 CR TDI quattro 240ps Tiptronic,37.7,199
5282,AUDI,TT Coupé,2.0 TFSI quattro 200PS S-Tronic,36.7,178
5283,AUDI,TT Coupé,TTS 2.0 TFSI quattro 272PS,34.9,188
5284,AUDI,TT Coupé,TTS 2.0 TFSI quattro 272PS S-Tronic,35.8,184
5285,AUDI,TT Coupé,2.0 TDI quattro 170PS,53.3,139
5286,AUDI,TT Roadster,2.0 TDI quattro 170PS,51.4,144
5287,AUDI,TT Roadster,2.0 TFSI quattro 200PS S-Tronic,36.2,181
5288,AUDI,TT RS Coupe,2.5 T FSI quattro 340PS,30.7,214
5289,AUDI,TT RS Roadster,2.5 T FSI quattro 340PS,29.7,221
5290,AUDI,Q5,2.0 FSI quattro 211ps,33.2,197
5291,AUDI,Q5,2.0 FSI quattro 211ps 7speed S-Tronic,34.0,192
5292,AUDI,Q5,2.0 CR TDI quattro 143PS,43.5,172
5293,AUDI,Q5,3.0 V6 TDI quattro 240PS 7speed S-Tronic,37.7,199
5294,AUDI,Q7,3.0 V6 CR TDI quattro 240PS Tiptronic,31.7,234
5295,AUDI,Q7,3.0 V6 TDI quattro 240PS Tiptronic Clean-Diesel (EU6),31.7,234
5296,BMW,Z4 Series E89,Z4 sDrive23i Roadster,33.2,199
5297,BMW,Z4 Series E89,Z4 sDrive23i Roadster,34.4,192
5298,BMW,Z4 Series E89,Z4 sDrive30i Roadster,33.2,199
5299,BMW,Z4 Series E89,Z4 sDrive30i Roadster,34.0,195
5300,BMW,Z4 Series E89,Z4 sDrive35i Roadster,30.1,219
5301,BMW,Z4 Series E89,Z4 sDrive35i Roadster,31.4,210
5302,BMW,Z4 Series E89,Z4 sDrive35is Roadster - from March 2010,31.4,210
5303,BMW,1 Series E81/E82/E87/E88,118d Coupé - with particle filter,62.8,119
5304,BMW,1 Series E81/E82/E87/E88,118d Coupé - with particle filter - up to February 2010,52.3,144
5305,BMW,1 Series E81/E82/E87/E88,118d Coupé - with particle filter - from March 2010,53.3,140
5306,BMW,1 Series E81/E82/E87/E88,120i Coupé,42.8,153
5307,BMW,1 Series E81/E82/E87/E88,120i Coupé,42.8,155
5308,BMW,1 Series E81/E82/E87/E88,120d Coupé - with particle filter - up to February 2010,58.9,128
5309,BMW,1 Series E81/E82/E87/E88,120d Coupé - with particle filter - up to February 2010,52.3,144
5310,BMW,1 Series E81/E82/E87/E88,120d Coupé - with particle filter - from March 2010,60.1,125
5311,BMW,1 Series E81/E82/E87/E88,120d Coupé - with particle filter - from March 2010,53.3,140
5312,BMW,1 Series E81/E82/E87/E88,123d Coupé - with particle filter - up to February 2010,54.3,138
5313,BMW,1 Series E81/E82/E87/E88,123d Coupé - with particle filter - up to February 2010,50.4,148
5314,BMW,1 Series E81/E82/E87/E88,123d Coupé - with particle filter - from March 2010,55.4,135
5315,BMW,1 Series E81/E82/E87/E88,123d Coupé - with particle filter - from March 2010,51.4,145
5316,BMW,1 Series E81/E82/E87/E88,125i Coupé,34.4,190
5317,BMW,1 Series E81/E82/E87/E88,125i Coupé,34.4,190
5318,BMW,1 Series E81/E82/E87/E88,135i Coupé - from March 2010,33.2,198
5319,BMW,1 Series E81/E82/E87/E88,135i Coupé - from March 2010,33.2,198
5320,BMW,1 Series E81/E82/E87/E88,118i Convertible,42.8,153
5321,BMW,1 Series E81/E82/E87/E88,118i Convertible,40.4,163
5322,BMW,1 Series E81/E82/E87/E88,118d Convertible - with particle filter,57.6,129
5323,BMW,1 Series E81/E82/E87/E88,118d Convertible - with particle filter - up to February 2010,50.4,148
5324,BMW,1 Series E81/E82/E87/E88,118d Convertible - with particle filter - from March 2010,51.4,145
5325,BMW,1 Series E81/E82/E87/E88,120i Convertible,41.5,159
5326,BMW,1 Series E81/E82/E87/E88,120i Convertible,40.4,164
5327,BMW,1 Series E81/E82/E87/E88,120d Convertible - with particle filter - up to February 2010,55.4,134
5328,BMW,1 Series E81/E82/E87/E88,120d Convertible - with particle filter - up to February 2010,50.4,148
5329,BMW,1 Series E81/E82/E87/E88,120d Convertible - with particle filter - from March 2010,56.5,133
5330,BMW,1 Series E81/E82/E87/E88,120d Convertible - with particle filter - from March 2010,51.4,145
5331,BMW,1 Series E81/E82/E87/E88,123d Convertible - with particle filter - up to February 2010,52.3,144
5332,BMW,1 Series E81/E82/E87/E88,123d Convertible - with particle filter - up to February 2010,47.9,154
5333,BMW,1 Series E81/E82/E87/E88,123d Convertible - with particle filter - from March 2010,53.3,140
5334,BMW,1 Series E81/E82/E87/E88,123d Convertible - with particle filter - from March 2010,49.6,150
5335,BMW,1 Series E81/E82/E87/E88,125i Convertible,33.6,195
5336,BMW,1 Series E81/E82/E87/E88,125i Convertible,33.6,195
5337,BMW,1 Series E81/E82/E87/E88,135i Convertible - from March 2010,32.8,200
5338,BMW,1 Series E81/E82/E87/E88,135i Convertible - from March 2010,32.8,200
5339,BMW,1 Series E81/E82/E87/E88,116i 3-door,46.3,143
5340,BMW,1 Series E81/E82/E87/E88,116i 3-door,42.8,154
5341,BMW,1 Series E81/E82/E87/E88,118i 3-door,46.3,143
5342,BMW,1 Series E81/E82/E87/E88,118i 3-door,42.8,154
5343,BMW,1 Series E81/E82/E87/E88,118d 3-door - with particle filter,62.8,119
5344,BMW,1 Series E81/E82/E87/E88,118d 3-door - with particle filter - up to February 2010,52.3,144
5345,BMW,1 Series E81/E82/E87/E88,118d 3-door - with particle filter - from March 2010,53.3,140
5346,BMW,1 Series E81/E82/E87/E88,120i 3-door,42.8,153
5347,BMW,1 Series E81/E82/E87/E88,120i 3-door,42.8,155
5348,BMW,1 Series E81/E82/E87/E88,120d 3-door - with particle filter - up to February 2010,58.9,128
5349,BMW,1 Series E81/E82/E87/E88,120d 3-door - with particle filter - up to February 2010,52.3,144
5350,BMW,1 Series E81/E82/E87/E88,120d 3-door - with particle filter - from March 2010,60.1,125
5351,BMW,1 Series E81/E82/E87/E88,120d 3-door - with particle filter - from March 2010,53.3,140
5352,BMW,1 Series E81/E82/E87/E88,123d 3-door - with particle filter - up to February 2010,54.3,138
5353,BMW,1 Series E81/E82/E87/E88,123d 3-door - with particle filter - up to February 2010,50.4,148
5354,BMW,1 Series E81/E82/E87/E88,123d 3-door - with particle filter - from March 2010,55.4,135
5355,BMW,1 Series E81/E82/E87/E88,123d 3-door - with particle filter - from March 2010,51.4,145
5356,BMW,1 Series E81/E82/E87/E88,116i 5-door,46.3,143
5357,BMW,1 Series E81/E82/E87/E88,116i 5-door,42.8,154
5358,BMW,1 Series E81/E82/E87/E88,118i 5-door,46.3,143
5359,BMW,1 Series E81/E82/E87/E88,118i 5-door,42.8,154
5360,BMW,1 Series E81/E82/E87/E88,118d 5-door - with particle filter,62.8,119
5361,BMW,1 Series E81/E82/E87/E88,118d 5-door - with particle filter - up to February 2010,52.3,144
5362,BMW,1 Series E81/E82/E87/E88,118d 5-door - with particle filter - from March 2010,53.3,140
5363,BMW,1 Series E81/E82/E87/E88,120i 5-door,42.8,153
5364,BMW,1 Series E81/E82/E87/E88,120i 5-door,42.8,155
5365,BMW,1 Series E81/E82/E87/E88,120d 5-door - with particle filter - up to February 2010,58.9,128
5366,BMW,1 Series E81/E82/E87/E88,120d 5-door - with particle filter - up to February 2010,52.3,144
5367,BMW,1 Series E81/E82/E87/E88,120d 5-door - with particle filter - from March 2010,60.1,125
5368,BMW,1 Series E81/E82/E87/E88,120d 5-door - with particle filter - from March 2010,53.3,140
5369,BMW,1 Series E81/E82/E87/E88,123d 5-door - with particle filter - up to February 2010,54.3,138
5370,BMW,1 Series E81/E82/E87/E88,123d 5-door - with particle filter - up to February 2010,50.4,148
5371,BMW,1 Series E81/E82/E87/E88,123d 5-door - with particle filter - from March 2010,55.4,135
5372,BMW,1 Series E81/E82/E87/E88,123d 5-door - with particle filter - from March 2010,51.4,145
5373,BMW,3 Series E90/E91/E92/E93,320i Coupé,42.8,154
5374,BMW,3 Series E90/E91/E92/E93,320i Coupé,41.5,159
5375,BMW,3 Series E90/E91/E92/E93,320d Coupé - with particle filter - up to February 2010,58.9,128
5376,BMW,3 Series E90/E91/E92/E93,320d Coupé - with particle filter - up to February 2010,51.4,145
5377,BMW,3 Series E90/E91/E92/E93,320d Coupé - with particle filter - from March 2010,60.1,125
5378,BMW,3 Series E90/E91/E92/E93,320d Coupé - with particle filter - from March 2010,53.3,140
5379,BMW,3 Series E90/E91/E92/E93,325i Coupé,39.2,168
5380,BMW,3 Series E90/E91/E92/E93,325i Coupé,38.2,174
5381,BMW,3 Series E90/E91/E92/E93,325d Coupé - with particle filter - from March 2010,49.6,151
5382,BMW,3 Series E90/E91/E92/E93,325d Coupé - with particle filter - from March 2010,46.3,160
5383,BMW,3 Series E90/E91/E92/E93,330i Coupé,38.2,173
5384,BMW,3 Series E90/E91/E92/E93,330i Coupé,37.7,175
5385,BMW,3 Series E90/E91/E92/E93,330d Coupé - with particle filter,49.6,152
5386,BMW,3 Series E90/E91/E92/E93,330d Coupé - with particle filter,45.6,164
5387,BMW,3 Series E90/E91/E92/E93,335i Coupé - from March 2010,33.6,196
5388,BMW,3 Series E90/E91/E92/E93,335i Coupé - from March 2010,33.6,196
5389,BMW,3 Series E90/E91/E92/E93,335d Coupé - with particle filter - from March 2010,42.8,174
5390,BMW,3 Series E90/E91/E92/E93,M3 Coupé - from March 2010,22.8,290
5391,BMW,3 Series E90/E91/E92/E93,M3 Coupé - from March 2010,25.2,263
5392,BMW,3 Series E90/E91/E92/E93,320i Convertible,41.5,159
5393,BMW,3 Series E90/E91/E92/E93,320i Convertible,38.7,169
5394,BMW,3 Series E90/E91/E92/E93,320d Convertible - with particle filter - up to February 2010,53.3,140
5395,BMW,3 Series E90/E91/E92/E93,320d Convertible - with particle filter - up to February 2010,48.7,153
5396,BMW,3 Series E90/E91/E92/E93,320d Convertible - with particle filter - from March 2010,55.4,135
5397,BMW,3 Series E90/E91/E92/E93,320d Convertible - with particle filter - from March 2010,50.4,149
5398,BMW,3 Series E90/E91/E92/E93,325d Convertible - with particle filter - from March 2010,46.3,160
5399,BMW,3 Series E90/E91/E92/E93,325d Convertible - with particle filter - from March 2010,44.1,168
5400,BMW,3 Series E90/E91/E92/E93,325i Convertible,37.7,176
5401,BMW,3 Series E90/E91/E92/E93,325i Convertible,35.8,185
5402,BMW,3 Series E90/E91/E92/E93,330i Convertible,36.2,182
5403,BMW,3 Series E90/E91/E92/E93,330i Convertible,34.4,190
5404,BMW,3 Series E90/E91/E92/E93,330d Convertible - with particle filter,46.3,162
5405,BMW,3 Series E90/E91/E92/E93,330d Convertible - with particle filter,44.1,170
5406,BMW,3 Series E90/E91/E92/E93,335i Convertible - from March 2010,32.1,205
5407,BMW,3 Series E90/E91/E92/E93,335i Convertible - from March 2010,32.1,205
5408,BMW,3 Series E90/E91/E92/E93,M3 Convertible - from March 2010,22.2,297
5409,BMW,3 Series E90/E91/E92/E93,M3 Convertible - from March 2010,24.6,269
5410,BMW,3 Series E90/E91/E92/E93,316d Saloon - with particle filter - up to February 2010,62.8,118
5411,BMW,3 Series E90/E91/E92/E93,316d Saloon - with particle filter - from March 2010,62.8,118
5412,BMW,3 Series E90/E91/E92/E93,318i Saloon - up to February 2010,44.8,146
5413,BMW,3 Series E90/E91/E92/E93,318i Saloon - from March 2010,44.8,146
5414,BMW,3 Series E90/E91/E92/E93,318i Saloon,42.8,155
5415,BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - up to February 2010,60.1,123
5416,BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - up to February 2010,52.3,144
5417,BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - from March 2010,62.8,119
5418,BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - from March 2010,53.3,140
5419,BMW,3 Series E90/E91/E92/E93,320i Saloon,44.1,148
5420,BMW,3 Series E90/E91/E92/E93,320i Saloon,41.5,159
5421,BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - up to February 2010,58.9,128
5422,BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - up to February 2010,52.3,144
5423,BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - from March 2010,60.1,125
5424,BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - from March 2010,53.3,140
5425,BMW,3 Series E90/E91/E92/E93,320d EfficientDynamics Saloon - with particle filter - from March 2010,68.9,109
5426,BMW,3 Series E90/E91/E92/E93,325i Saloon,39.2,168
5427,BMW,3 Series E90/E91/E92/E93,325i Saloon,38.2,174
5428,BMW,3 Series E90/E91/E92/E93,325d Saloon - with particle filter - from March 2010,49.6,151
5429,BMW,3 Series E90/E91/E92/E93,325d Saloon - with particle filter - from March 2010,46.3,160
5430,BMW,3 Series E90/E91/E92/E93,330i Saloon,38.2,173
5431,BMW,3 Series E90/E91/E92/E93,330i Saloon,37.7,175
5432,BMW,3 Series E90/E91/E92/E93,330d Saloon - with particle filter,49.6,152
5433,BMW,3 Series E90/E91/E92/E93,330d Saloon - with particle filter,45.6,164
5434,BMW,3 Series E90/E91/E92/E93,335i Saloon - from March 2010,33.6,196
5435,BMW,3 Series E90/E91/E92/E93,335i Saloon - from March 2010,32.5,202
5436,BMW,3 Series E90/E91/E92/E93,335d Saloon - with particle filter - from March 2010,42.8,174
5437,BMW,3 Series E90/E91/E92/E93,M3 Saloon - from March 2010,22.8,290
5438,BMW,3 Series E90/E91/E92/E93,M3 Saloon - from March 2010,25.2,263
5439,BMW,3 Series E90/E91/E92/E93,318i Touring - up to February 2010,44.8,147
5440,BMW,3 Series E90/E91/E92/E93,318i Touring - from March 2010,44.8,147
5441,BMW,3 Series E90/E91/E92/E93,318i Touring,41.5,159
5442,BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - up to February 2010,58.9,125
5443,BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - up to February 2010,50.4,146
5444,BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - from March 2010,62.8,120
5445,BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - from March 2010,52.3,142
5446,BMW,3 Series E90/E91/E92/E93,320i Touring,44.1,149
5447,BMW,3 Series E90/E91/E92/E93,320i Touring,40.4,164
5448,BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - up to February 2010,57.6,130
5449,BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - up to February 2010,50.4,146
5450,BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - from March 2010,58.9,128
5451,BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - from March 2010,52.3,142
5452,BMW,3 Series E90/E91/E92/E93,325i Touring,38.7,170
5453,BMW,3 Series E90/E91/E92/E93,325i Touring,37.2,178
5454,BMW,3 Series E90/E91/E92/E93,325d Touring - with particle filter - from March 2010,48.7,153
5455,BMW,3 Series E90/E91/E92/E93,325d Touring - with particle filter - from March 2010,45.6,163
5456,BMW,3 Series E90/E91/E92/E93,330i Touring,37.2,177
5457,BMW,3 Series E90/E91/E92/E93,330i Touring,35.8,184
5458,BMW,3 Series E90/E91/E92/E93,330d Touring - with particle filter,47.9,155
5459,BMW,3 Series E90/E91/E92/E93,330d Touring - with particle filter,44.8,165
5460,BMW,3 Series E90/E91/E92/E93,335i Touring - from March 2010,33.2,199
